;Supplementary Table 2. Differential gene expression analyses in Dux WT and MZ-KO 2-cell embryos;;;;;;;;;;;;;;;;RPKM: Reads Per Kilobase of gene, per Million mapped reads
Gene Symbol;RPKM;;;;;;;;DESeq_output;;;;;;;Group (FC>2&FDR<0.05);Three RNA-seq replicates from each group were used for analyses. Negative binomial test from DESeq R package was used to compute FDR using raw read counts of each gene.  Differentially expressed genes were defined as (RPKM > 1 in either WT or MZ-KO, FDR < 0.05, and FC > 2)
;WT_rep1;WT_rep2;WT_rep3;MZ-KO_rep1;MZ-KO_rep2;MZ-KO_rep3;WT_mean;KO_mean;baseMean;baseMeanA;baseMeanB;fold change (FC);log2FC;pval;FDR;;Related to Figure 2A
1500011B03Rik;25,4201;24,761;33,9536;25,019;32,1005;56,0816;28,0449;37,7337;494,4979441;421,308121;567,6877671;1,347440837;0,430221929;0,210271316;0,770019091;similar level;
1500011H22Rik;89,1443;125,708;72,0682;58,4128;93,3687;101,463;95,64016667;84,41483333;1385,933676;1457,827797;1314,039554;0,901368156;-0,149811611;0,833682573;1;similar level;
1500011K16Rik;29,63;20,6841;20,4983;23,2789;22,4385;25,1394;23,60413333;23,61893333;255,9519845;251,3830556;260,5209133;1,036350333;0,051511781;0,885521734;1;similar level;
1500012F01Rik;73,3228;87,5847;60,7245;84,2563;76,0137;89,0484;73,87733333;83,10613333;760,9975936;704,9945927;817,0005945;1,15887498;0,212724936;0,411425345;0,908075168;similar level;
1500015A07Rik;5,72704;6,68355;4,24248;4,62065;6,21721;8,35638;5,551023333;6,39808;172,3843375;155,9656318;188,8030432;1,210542611;0,275653863;0,370466278;0,882205862;similar level;
1500015O10Rik;5,4816;2,0249;0,411306;1,08063;0,412846;0;2,639268667;0,497825333;19,03929779;32,01468366;6,063911923;0,189410334;-2,400413051;0,081263905;0,548393152;similar level;
1500016L03Rik;23,4372;19,2386;7,35799;9,42621;25,9613;25,4641;16,67793;20,28387;164,0365667;148,1141399;179,9589935;1,215002116;0,280958827;0,441409524;0,921678993;similar level;
1500017E21Rik;1,29963;0,654657;1,1926;1,23723;1,3388;0,823466;1,048962333;1,133165333;98,55691703;81,20030747;115,9135266;1,42750108;0,513491837;0,317277485;0,855734815;similar level;
1500031L02Rik;6,30954;6,33797;7,90263;5,3929;7,9637;8,55262;6,850046667;7,303073333;186,3286701;176,5418135;196,1155267;1,110872958;0,151693837;0,654783514;0,974083694;similar level;
1500032L24Rik;154,168;152,029;103,441;177,464;184,72;170,456;136,546;177,5466667;1120,185087;953,0004505;1287,369724;1,350859513;0,433877644;0,074893625;0,530201386;similar level;
1520402A15Rik;1,78186;1,19326;1,99559;1,15493;1,77194;0,915807;1,656903333;1,280892333;52,03438992;56,22623295;47,84254689;0,850893691;-0,232949199;0,700159624;0,982488379;similar level;
1600002D24Rik;4,66109;4,66884;3,0676;6,0953;7,82624;6,53265;4,13251;6,818063333;68,47748418;46,48820716;90,46676119;1,946015274;0,960523034;0,074010824;0,529716751;similar level;
1600002H07Rik;9,12012;12,4241;7,09551;7,60028;5,49348;8,42081;9,546576667;7,171523333;326,5054965;371,7374281;281,2735649;0,756645803;-0,402309983;0,204035177;0,764352606;similar level;
1600002K03Rik;45,4039;52,4497;36,9851;33,0327;36,9132;37,5041;44,94623333;35,81666667;330,9106803;364,4526675;297,3686932;0,815932272;-0,293478691;0,40417121;0,903930094;similar level;
1600010M07Rik;34,8832;66,9594;118,755;31,7571;39,125;65,8603;73,53253333;45,5808;519,9430787;640,6431474;399,2430099;0,623190947;-0,682253818;0,190348433;0,750469235;similar level;
1600012F09Rik;11,1901;10,6418;10,0133;6,66466;11,1303;13,6248;10,61506667;10,47325333;1573,284583;1484,237942;1662,331224;1,119989711;0,163485479;0,531184634;0,950814265;similar level;
1600012H06Rik;12,7384;15,9674;13,1699;16,3672;12,2933;12,7735;13,95856667;13,81133333;626,4981013;618,379125;634,6170775;1,026258895;0,037394727;0,967665607;1;similar level;
1600014C10Rik;1,51717;0,273017;0,175611;0,526213;0,496762;0,580541;0,655266;0,534505333;32,33970153;33,65053783;31,02886522;0,922091212;-0,117018627;0,820943234;0,9986905;similar level;
1600014C23Rik;0;0;0;0;0,298992;1,18473;0;0,494574;1,82219501;0;3,64439002;Inf;Inf;0,323260404;0,861573973;similar level;
1600014K23Rik;0,475348;0;1,1794;0,950719;0,813871;0,502583;0,551582667;0,755724333;7,244921411;5,989496732;8,50034609;1,419208737;0,505086796;0,908213382;1;similar level;
1600015I10Rik;3,69255;3,33026;2,01853;2,50899;1,05439;1,00646;3,01378;1,52328;94,74723973;124,1463016;65,34817783;0,526380383;-0,92582237;0,132523354;0,666311034;similar level;
1600016N20Rik;0,0985766;0,396083;0,254771;0,109532;0,20458;0,202659;0,2498102;0,172257;15,73427358;20,10271835;11,36582881;0,565387656;-0,822687709;0,488441563;0,940751443;similar level;
1600020E01Rik;136,104;137,585;120,91;125,63;124,248;115,74;131,533;121,8726667;1020,797155;1038,099696;1003,494613;0,966664972;-0,048912129;0,838841445;1;similar level;
1600021P15Rik;3,03305;2,91977;3,59284;5,57009;5,4914;4,88077;3,181886667;5,314086667;212,9181322;156,0135041;269,8227604;1,729483368;0,79034114;0,03400011;0,377638178;similar level;
1600025M17Rik;70,8967;224,993;221,243;43,9816;38,3354;116,251;172,3775667;66,18933333;769,6112008;1097,919404;441,3029975;0,401944802;-1,314930701;0,05957635;0,487417196;similar level;
1600027N09Rik;3,9813;1,77197;1,70967;1,56533;0,619692;2,48247;2,487646667;1,555830667;47,73737126;55,86770248;39,60704004;0,70894342;-0,496257603;0,440778221;0,921267366;similar level;
1600029D21Rik;14,1025;7,2838;4,41477;11,0042;8,82161;3,18421;8,600356667;7,670006667;195,4282199;198,7322477;192,124192;0,966748951;-0,048786801;0,923162;1;similar level;
1600029I14Rik;0,183241;0,22088;0,426228;0;0,213912;0;0,276783;0,071304;2,169502884;3,509509919;0,829495849;0,236356605;-2,080962915;0,571517953;0,958225185;similar level;
1600029O15Rik;0,264088;0,227381;0,32177;0,503036;0,763387;0,631565;0,271079667;0,632662667;13,60469185;7,711015422;19,49836827;2,528638215;1,338360638;0,259582956;0,813686824;similar level;
1700001C19Rik;4,36908;4,23877;3,55048;2,07044;3,39684;3,88756;4,052776667;3,11828;94,62884091;98,98333162;90,2743502;0,912015677;-0,132869471;0,866335144;1;similar level;
1700001G11Rik;9,30764;5,85676;1,07835;3,6851;1,82213;2,16802;5,41425;2,558416667;46,17105775;63,43761551;28,90449999;0,455636609;-1,134044428;0,071608704;0,525034091;similar level;
1700001G17Rik;2,38367;4,36315;1,09522;0,882862;0,618367;0,233356;2,614013333;0,578195;20,27231537;33,24820109;7,296429638;0,219453366;-2,188013697;0,023762487;0,320931064;similar level;
1700001J03Rik;0,210623;0,126943;0;0,468061;0;1,02066;0,112522;0,496240333;3,493631004;1,090163594;5,897098413;5,409370156;2,435460623;0,379981514;0,886340672;similar level;
1700001K19Rik;0,645186;0,874926;0,625307;0,627279;0,627648;0,781632;0,715139667;0,678853;15,75153586;14,61052569;16,89254602;1,156190159;0,209378698;0,882937324;1;similar level;
1700001K23Rik;4,88232;3,07053;0,987524;6,84013;3,63448;1,87031;2,980124667;4,114973333;23,13632482;19,57688346;26,69576618;1,363637181;0,447459842;0,579852515;0,959673016;similar level;
1700001L05Rik;4,56615;5,86933;6,25438;6,51328;4,9767;6,39836;5,563286667;5,96278;658,9375558;614,4511149;703,4239966;1,144800586;0,195096316;0,57937599;0,959673016;similar level;
1700001L19Rik;1,77426;2,32073;3,42455;4,9496;4,64193;3,4924;2,506513333;4,36131;101,2851407;71,83945028;130,7308311;1,819763801;0,863751206;0,081398782;0,548929922;similar level;
1700001O22Rik;2,76844;4,30255;2,38311;2,10687;1,60985;1,13238;3,151366667;1,616366667;50,62761113;63,17232052;38,08290174;0,602841584;-0,730149159;0,229406777;0,787174544;similar level;
1700001P01Rik;3,45087;0,866604;1,4493;2,39649;0,895217;1,64693;1,922258;1,646212333;14,84410827;16,55593042;13,13228613;0,793207376;-0,334230001;0,688501897;0,979061198;similar level;
1700003E16Rik;0,393666;0,316352;0,228922;0;0;0,144521;0,31298;0,048173667;7,447898893;11,18612644;3,709671345;0,331631451;-1,592347259;0,561493925;0,956637969;similar level;
1700003F17Rik;0;0,214345;0,792968;0,68407;0;0;0,335771;0,228023333;6,108450955;6,612104632;5,604797278;0,847657076;-0,238447362;0,806329368;0,998540188;similar level;
1700003G18Rik;1,88713;1,39985;2,70127;3,06464;4,85789;3,96492;1,996083333;3,962483333;31,90512744;20,14121393;43,66904096;2,168143446;1,116460209;0,140530026;0,680309036;similar level;
1700003M02Rik;1,76198;3,4272;2,7323;1,46835;4,17613;2,92847;2,640493333;2,85765;86,11978269;83,66099069;88,57857469;1,058779892;0,082402701;0,736987853;0,988496418;similar level;
1700003M07Rik;4,43647;2,57332;1,0299;2,11928;1,48437;2,15318;2,679896667;1,918943333;79,55960331;93,12039053;65,99881609;0,7087472;-0,496656964;0,339446407;0,867385661;similar level;
1700003P14Rik;0,842299;0;0;0,425414;0;0,0674665;0,280766333;0,1642935;14,0277029;13,43351605;14,62188974;1,088463339;0,122292817;0,995237571;1;similar level;
1700006E09Rik;1,46776;0,884625;0,474179;0,815442;1,33267;0,107768;0,942188;0,75196;9,125279216;10,52911964;7,721438793;0,733341348;-0,447443209;0,803887025;0,998540188;similar level;
1700006H21Rik;0,144472;1,21903;0,112016;0,642112;0,112436;0,381873;0,491839333;0,378807;6,19063916;5,008913983;7,372364336;1,47184886;0,557629533;0,815552168;0,998540188;similar level;
1700007B14Rik;0,164646;0,0396886;0,306384;0;0;0;0,170239533;0;3,407199802;6,814399604;0;0;#NAME?;0,06424921;0,5038357;similar level;
1700007G11Rik;0,184076;0,110943;0;0,204533;0,358144;0,486556;0,098339667;0,349744333;6,68119248;3,065870549;10,29651441;3,358430908;1,747787349;0,324686835;0,861722437;similar level;
1700007I08Rik;0,0933506;0,281314;0,0361897;0;0,0363252;0,246748;0,136951433;0,094357733;2,99677043;3,862206571;2,131334289;0,55184368;-0,857668439;0,799104647;0,99823743;similar level;
1700007J10Rik;0,867251;0,884664;0,465607;0,447345;1,76523;1,41068;0,739174;1,207751667;75,25582536;58,93003198;91,58161874;1,5540738;0,636055017;0,220573068;0,778867047;similar level;
1700007K09Rik;0,511985;0,462862;0,694693;0;0,398454;0;0,556513333;0,132818;3,154205122;4,801968486;1,506441758;0,313713379;-1,672481039;0,533225006;0,951402756;similar level;
1700007K13Rik;6,75088;5,95135;3,20308;2,68698;2,97982;3,63985;5,30177;3,102216667;49,07883274;61,39894457;36,75872092;0,598686528;-0,740127289;0,256074837;0,811783875;similar level;
1700007L15Rik;13,5794;6,03765;3,45207;3,58664;5,28412;4,02087;7,689706667;4,29721;68,58983027;84,82293752;52,35672302;0,617247228;-0,696079643;0,262385095;0,816615854;similar level;
1700008I05Rik;0,038518;0,742877;0,17919;0;0,0599535;0,373311;0,320195;0,1444215;6,360225996;8,457783415;4,262668578;0,503993584;-0,988522726;0,713908974;0,98491111;similar level;
1700008J07Rik;3,53401;2,2938;1,89699;3,02059;4,06206;2,94608;2,574933333;3,34291;130,3503081;119,1980281;141,5025881;1,187121887;0,247468071;0,486717777;0,940102487;similar level;
1700008K24Rik;1,37883;0,486685;0;0;0;0;0,621838333;0;2,863575577;5,727151153;0;0;#NAME?;0,115760436;0,638358605;similar level;
1700008O03Rik;0;0;0,132651;0,380199;0,199722;0;0,044217;0,193307;1,771591128;0,802757956;2,7404243;3,413761622;1,77136232;0,812174917;0,998540188;similar level;
1700008P20Rik;1,06406;0,855082;1,85629;0,394105;3,31243;1,56253;1,258477333;1,756355;19,8550032;17,14705632;22,56295008;1,315849768;0,395994784;0,666512692;0,974521846;similar level;
1700009C05Rik;1,14059;0,124988;0,40198;0;0,242091;0,365436;0,555852667;0,202509;6,084556327;8,964424562;3,204688091;0,357489549;-1,48402703;0,424969873;0,915262948;similar level;
1700009P17Rik;4,30046;5,97455;5,93404;1,94376;3,29012;2,50462;5,403016667;2,5795;167,8386955;218,4348896;117,2425015;0,536738896;-0,897707655;0,014511456;0,24565469;similar level;
1700010D01Rik;76,4456;67,7559;49,9217;65,8638;42,9503;45,2032;64,70773333;51,3391;376,1311906;416,1603113;336,10207;0,807626439;-0,308239955;0,265825686;0,820342449;similar level;
1700010I14Rik;2,9662;3,40106;2,91687;2,33121;5,06734;4,01579;3,09471;3,80478;103,5185042;92,41204782;114,6249606;1,240368148;0,310768384;0,405322084;0,904220966;similar level;
1700010M22Rik;3,98509;0,133435;0,944118;0,983996;1,5507;0;1,687547667;0,844898667;11,91469273;15,64883202;8,180553438;0,522758084;-0,935784629;0,437813932;0,920848779;similar level;
1700011A15Rik;3,02819;2,71158;1,14041;0,384541;1,48135;2,973;2,293393333;1,612963667;26,95739116;32,2600887;21,65469363;0,671253381;-0,575070644;0,687659525;0,978776453;similar level;
1700011B04Rik;0,272081;0,163984;0;0,453479;0,741118;0;0,145355;0,398199;4,215929113;2,587242396;5,844615831;2,259013628;1,175692974;0,60445128;0,96747682;similar level;
1700011E24Rik;3,2913;2,94718;4,08306;0,731417;1,17096;2,98275;3,440513333;1,628375667;49,51627984;64,83268266;34,19987703;0,527509824;-0,922730133;0,17540259;0,733497809;similar level;
1700011F03Rik;3,80986;4,22987;3,6536;2,67365;3,82333;5,21185;3,897776667;3,902943333;45,88505675;46,73652734;45,03358615;0,96356295;-0,053549174;0,96941125;1;similar level;
1700011F14Rik;6,85993;6,6152;4,94653;12,5006;13,774;9,24752;6,140553333;11,84070667;180,6342125;114,8653507;246,4030743;2,145147103;1,101076583;0,003712533;0,113317923;similar level;
1700011H14Rik;0;0,454474;0,438495;0;0,244521;0,166096;0,297656333;0,136872333;4,673543445;5,931181507;3,415905382;0,575923259;-0,796051508;0,762005637;0,993422138;similar level;
1700011I03Rik;0,158554;0;0;0,0880876;0,123395;0,209548;0,052851333;0,140343533;4,587917946;2,920119394;6,255716498;2,142281069;1,099147775;0,649199918;0,974083694;similar level;
1700011J10Rik;19,9611;19,0614;20,7293;21,9164;24,9842;25,7684;19,91726667;24,223;578,4534173;581,4734079;575,4334268;0,989612627;-0,015064186;0,976218964;1;similar level;
1700011M02Rik;25,3542;7,05279;0,648078;5,57248;12,1428;3,43677;11,018356;7,050683333;35,85095867;42,89243931;28,80947804;0,671667979;-0,574179843;0,530527041;0,950442355;similar level;
1700012A03Rik;0,0850626;0,20507;0,329767;0,945162;0,860603;0;0,2066332;0,601921667;7,159540808;3,296142489;11,02293913;3,344193754;1,741658436;0,373375727;0,883355575;similar level;
1700012A16Rik;4,17761;4,04443;5,27949;2,59507;5,70886;4,57926;4,50051;4,294396667;160,7211694;159,0199156;162,4224232;1,021396738;0,030543357;0,891370204;1;similar level;
1700012B09Rik;3,26583;1,5141;1,85043;2,51224;1,36858;1,32805;2,21012;1,73629;18,64874532;19,46730261;17,83018803;0,915904395;-0,126731081;0,885821983;1;similar level;
1700012B15Rik;14,621;20,8134;19,1639;21,5065;14,4674;16,6855;18,19943333;17,55313333;462,2726341;477,3929221;447,152346;0,936654746;-0,094410731;0,642249588;0,973959905;similar level;
1700012D01Rik;0;0;0,28624;1,09388;0,383083;0,542121;0,095413333;0,673028;3,930971806;0,802757956;7,059185657;8,793666394;3,136464802;0,301265319;0,844752494;similar level;
1700012D14Rik;6,11033;4,6248;3,63587;2,99997;3,4283;1,12682;4,790333333;2,518363333;42,25898032;50,39005304;34,12790761;0,677274691;-0,56218701;0,360464685;0,879009262;similar level;
1700012I11Rik;0,0724535;0;0,224707;0;0,169162;0;0,0990535;0,056387333;2,568150796;2,21472609;2,921575502;1,319158841;0,399618291;0,994845276;1;similar level;
1700012L04Rik;0,563767;0;0;0,626423;0,292502;0,496723;0,187922333;0,471882667;4,443607951;1,708120969;7,179094934;4,202919503;2,071391825;0,392504611;0,895735871;similar level;
1700012P22Rik;0,236285;0,09494;0,61068;0;0,122593;0,138791;0,313968333;0,087128;4,038930024;5,735308468;2,34255158;0,408443869;-1,291790268;0,585334295;0,961198996;similar level;
1700013D24Rik;0;0,66112;0,14175;0,812556;0,853685;1,12756;0,267623333;0,931267;6,329139948;5,29399436;7,364285535;1,391064107;0,476188908;0,788617499;0,996190131;similar level;
1700013F07Rik;0;0;0,482574;0;0,605476;1,50804;0,160858;0,704505333;7,313215629;4,910405596;9,716025661;1,978660514;0,984524105;0,607695583;0,967584103;similar level;
1700013G23Rik;7,23919;11,4111;4,31762;6,39374;4,62271;2,94383;7,65597;4,653426667;51,00875446;62,22613667;39,79137224;0,639463968;-0,645065026;0,299216834;0,843606933;similar level;
1700013H16Rik;54,5854;83,9635;136,215;47,0712;58,5503;58,6538;91,58796667;54,75843333;1370,987746;1685,981163;1055,994329;0,626338154;-0,674986331;0,011880285;0,219873938;similar level;
1700013N18Rik;0,833098;0,557901;0,610057;0,565697;1,65692;1,71272;0,667018667;1,311779;24,73701363;16,53201409;32,94201317;1,992619471;0,994666226;0,209510274;0,769071179;similar level;
1700014N06Rik;2,29112;3,71108;2,38707;6,60305;1,95024;8,26389;2,796423333;5,605726667;62,26664166;40,81232163;83,7209617;2,051364842;1,036584103;0,099322724;0,599697549;similar level;
1700015F17Rik;2,38843;1,29556;1,66668;1,9904;2,69526;3,78791;1,783556667;2,824523333;32,32644699;24,98282172;39,67007226;1,587893982;0,667114592;0,34977598;0,874482465;similar level;
1700015G11Rik;0;1,57395;0,759303;1,45085;2,28644;0,575229;0,777751;1,437506333;6,277327493;4,186336374;8,368318612;1,998959917;0,999249544;0,530258905;0,950372106;similar level;
1700016C15Rik;0;0;0;0;0,0863079;0,0977111;0;0,061339667;1,647642451;0,802757956;2,492526946;3,104954524;1,634572139;0,820515672;0,9986905;similar level;
1700016D06Rik;5,82931;4,34001;2,61437;4,57212;6,93845;4,38077;4,26123;5,297113333;114,0932562;99,40253508;128,7839773;1,295580411;0,37359856;0,324504545;0,861722437;similar level;
1700016G22Rik;0,3104;0,374158;0,962676;3,96632;0,603925;0,136743;0,549078;1,568996;8,461462355;4,514562847;12,40836186;2,748519022;1,458654464;0,468847518;0,935055766;similar level;
1700016H13Rik;22,1135;11,6604;8,50377;10,2951;9,82318;10,3336;14,09255667;10,15062667;160,7572212;187,7233202;133,7911222;0,712703792;-0,488625494;0,235012914;0,791898535;similar level;
1700016K19Rik;2,27751;2,33861;0,915636;1,12472;0,722122;0,520247;1,843918667;0,789029667;17,95225721;24,90760198;10,99691244;0,441508277;-1,17948761;0,231953608;0,788941334;similar level;
1700016L04Rik;0,342655;0,10326;0,265678;0,380737;0,733349;0,0754765;0,237197667;0,396520833;7,238668824;5,6157989;8,861538748;1,577965826;0,658065961;0,738373206;0,988790124;similar level;
1700017B05Rik;1,21691;4,07636;3,56556;1,42332;1,23617;0,981904;2,952943333;1,213798;174,0682348;243,4321825;104,7042871;0,430116865;-1,217199395;0,001616128;0,066084801;similar level;
1700017D01Rik;1,65043;0,95788;1,09008;0,475445;1,23688;1,23873;1,232796667;0,983685;24,76693124;25,87478701;23,65907546;0,914367931;-0,129153289;0,920751739;1;similar level;
1700017J07Rik;0;0,813203;0;0,249869;0;0;0,271067667;0,083289667;2,305966697;1,562369814;3,049563579;1,951883319;0,964866813;0,815494257;0,998540188;similar level;
1700018A04Rik;0,355463;0,142826;0,0918694;0,526624;0,368853;0;0,196719467;0,298492333;5,697847689;4,007957726;7,387737652;1,843267359;0,882265344;0,699218153;0,982401257;similar level;
1700018B08Rik;10,7056;7,32647;5,62297;7,90467;11,1805;7,11999;7,885013333;8,735053333;143,6476416;135,2450282;152,050255;1,124257631;0,168972677;0,591145008;0,963628047;similar level;
1700018B24Rik;39,0917;35,0355;35,8139;45,6262;53,8029;57,8432;36,64703333;52,4241;3080,144172;2465,405789;3694,882554;1,498691441;0,583703383;0,013016753;0,232265077;similar level;
1700018C11Rik;0,905535;3,11868;3,30993;1,14991;0,402706;0,569891;2,444715;0,707502333;14,72042231;23,27643613;6,164408483;0,264834722;-1,916835813;0,062395834;0,498006216;similar level;
1700018L02Rik;0;0;0;0,128949;0,19376;0,126122;0;0,149610333;2,376978321;1,024872581;3,729084061;3,638583107;1,863376763;0,614609433;0,968081828;similar level;
1700019A02Rik;3,56925;3,44192;5,97763;3,64866;5,33334;2,64162;4,3296;3,87454;45,30768263;50,68502611;39,93033915;0,787813329;-0,344074269;0,584894445;0,960735227;similar level;
1700019B03Rik;7,90632;11,6021;3,86467;6,2068;4,04635;3,74806;7,79103;4,66707;175,6668469;214,3592347;136,974459;0,638994906;-0,646123665;0,129496573;0,659617973;similar level;
1700019B21Rik;13,2633;7,8566;7,435;4,12467;12,802;13,3307;9,5183;10,08579;78,49212972;76,36393832;80,62032112;1,055738126;0,078252021;0,751845785;0,992870307;similar level;
1700019D03Rik;16,4114;15,7333;10,4922;10,2373;19,6438;20,8862;14,2123;16,92243333;208,1022643;182,0526048;234,1519237;1,286177279;0,363089508;0,250350927;0,807390257;similar level;
1700019E08Rik;15,5544;11,655;4,12868;16,0374;14,0682;20,8656;10,44602667;16,9904;135,8587229;104,835267;166,8821788;1,591851517;0,670705772;0,159826591;0,710459653;similar level;
1700019E19Rik;257,916;246,932;240,498;153,203;293,972;318,947;248,4486667;255,374;2828,58284;2733,539732;2923,625948;1,069538486;0,096988398;0,665738959;0,974319772;similar level;
1700019G17Rik;0,25329;0,508848;0,0654679;0,375242;0,459942;1,11581;0,275868633;0,650331333;26,04565599;15,82134259;36,26996939;2,29247102;1,196903496;0,120630293;0,645453034;similar level;
1700019G24Rik;1,16361;0;0;1,29294;0;0,341765;0,38787;0,544901667;3,120913761;2,391369357;3,850458166;1,610147824;0,687193145;0,89601907;1;similar level;
1700019L03Rik;1,09546;0,891853;1,47851;1,18425;0,51714;0,373257;1,155274333;0,691549;109,2514147;140,4345758;78,06825354;0,555904791;-0,847090278;0,160692122;0,711531906;similar level;
1700019M22Rik;5,43414;8,18793;8,54376;0,167724;1,17476;1,59597;7,38861;0,979484667;29,01409724;50,75264239;7,275552094;0,143353168;-2,802354303;0,000689189;0,039425722;down-regulated;
1700019N12Rik;17,7053;24,1204;13,2405;13,7362;14,35;17,8151;18,3554;15,30043333;228,6442409;242,596826;214,6916559;0,884973062;-0,176294554;0,729709457;0,985995997;similar level;
1700019N19Rik;0,0841181;0,506983;0;0,0934668;0;0,222344;0,1970337;0,105270267;2,266780603;2,376200228;2,157360978;0,9079037;-0,139388814;1;1;similar level;
1700020C07Rik;0;0,377549;0;0,116008;0;0,183977;0,125849667;0,099995;2,419850156;3,511835182;1,32786513;0,37811146;-1,403116517;0,661893351;0,974318977;similar level;
1700020D05Rik;2,15262;0,715801;1,20861;2,06194;2,3685;4,31646;1,359010333;2,915633333;31,17931765;19,18864417;43,16999114;2,249767662;1,169776019;0,129475153;0,659617973;similar level;
1700020I14Rik;61,6706;67,3615;50,2633;45,4987;54,7675;56,2986;59,76513333;52,18826667;1332,80962;1392,937278;1272,681962;0,913667817;-0,130258356;0,688710198;0,979071955;similar level;
1700020L24Rik;0,332778;0,200566;0;0;0,0647463;0,219902;0,177781333;0,094882767;1,84669146;2,180327189;1,513055731;0,693958108;-0,52707952;0,945202048;1;similar level;
1700020M21Rik;0,137898;0;1,38995;0,766116;0;0,85049;0,509282667;0,538868667;5,49283562;4,964624151;6,02104709;1,212790114;0,278329899;0,998443771;1;similar level;
1700020N01Rik;3,17686;0,0850979;1,14948;2,82394;1,09884;2,17705;1,4704793;2,033276667;27,30465249;22,4241822;32,18512278;1,435286357;0,521338601;0,803314165;0,998540188;similar level;
1700020N15Rik;0,352869;0,638025;0;0,784171;0;1,24362;0,330298;0,675930333;5,167096386;2,310909215;8,023283556;3,47191638;1,795732201;0,388376272;0,89247231;similar level;
1700020O03Rik;4,95762;6,99815;4,3876;3,66032;3,35061;3,41972;5,44779;3,476883333;337,8329858;407,0966065;268,5693652;0,659718998;-0,600076445;0,06063203;0,491999783;similar level;
1700021C14Rik;34,8176;18,6239;17,716;12,8151;23,7098;21,0905;23,71916667;19,20513333;199,6223652;225,0710494;174,173681;0,773860883;-0,369853858;0,383748858;0,888591478;similar level;
1700021F05Rik;60,0406;90,7556;85,5377;50,737;81,5854;121,31;78,77796667;84,54413333;1039,948215;983,2479834;1096,648447;1,115332515;0,157473887;0,604345872;0,967457863;similar level;
1700021F07Rik;4,28457;2,16582;0,750139;0,61429;3,11936;1,58308;2,400176333;1,772243333;17,35864202;20,80172575;13,91555828;0,668961722;-0,580004432;0,692227006;0,979934414;similar level;
