gene name;baseMean;log2FoldChange;pvalue;padj;logP;Group;class
Tmem109;46,29890598;1,003366381;0,071861368;0,176203401;0,753985714;not-signficant;maternal
Hsph1;426,3399013;-0,618523438;0,071880566;0,176220996;0,753942349;not-signficant;other
Snord92;3,348895068;-2,675032154;0,071937916;0,176332103;0,753668612;not-signficant;other
Itga3;3,00193156;3,03627412;0,072037502;0,176546682;0,75314044;not-signficant;other
1500009L16Rik;3,99377418;2,919833415;0,072230303;0,176984462;0,752064861;not-signficant;other
Zfp583;19,54605323;-1,189793042;0,072240281;0,176984462;0,752064861;not-signficant;other
Polr3g;243,8036088;-0,767705194;0,072266212;0,177018405;0,751981576;not-signficant;major
Ckap4;3,922674845;2,806342297;0,072286137;0,177037626;0,751934422;not-signficant;other
Lurap1l;12,91004903;1,593952246;0,072346103;0,177112974;0,751749625;not-signficant;maternal
Pxmp4;36,58637769;-0,97245769;0,072353151;0,177112974;0,751749625;not-signficant;other
Sco1;81,3351537;-0,812072384;0,072348958;0,177112974;0,751749625;not-signficant;other
Vma21;96,32151564;0,729239517;0,072365489;0,177113598;0,751748093;not-signficant;other
Cox6b1;294,181085;-0,767727716;0,072414368;0,177174109;0,751599743;not-signficant;other
Hddc2;7,604594884;2,052919603;0,072414387;0,177174109;0,751599743;not-signficant;maternal
Xxylt1;17,2101221;1,294612974;0,072431473;0,177186336;0,751569773;not-signficant;other
Olfm1;55,13222043;0,876886523;0,072505366;0,177278341;0,751344322;not-signficant;maternal
Tpm2;4,322344386;2,389833088;0,072502592;0,177278341;0,751344322;not-signficant;other
Xrn2;212,2905481;-0,718166379;0,07249395;0,177278341;0,751344322;not-signficant;maternal
Zfp763;19,56093316;1,477372304;0,072519169;0,177282519;0,751334087;not-signficant;other
Adora2b;26,82550201;1,08555704;0,072533414;0,177287775;0,751321212;not-signficant;other
Prss44;21,89178085;1,065565671;0,072604461;0,177404653;0,751034993;not-signficant;other
Rdh12;24,18124578;-1,075847154;0,072605438;0,177404653;0,751034993;not-signficant;maternal
Mkrn1;833,6372176;-0,589364749;0,072638063;0,177454788;0,750912278;not-signficant;major
Myo1h;5,14290015;2,803495353;0,072667638;0,177497456;0,750807866;not-signficant;other
Ccdc97;95,30852766;0,888406057;0,072730845;0,177533907;0,75071869;not-signficant;other
Ttc7;25,95200874;1,03589085;0,072696573;0,177533907;0,75071869;not-signficant;other
Wdr41;28,79613156;1,134980233;0,072731008;0,177533907;0,75071869;not-signficant;other
Wipf2;106,6633411;-0,812062178;0,072713785;0,177533907;0,75071869;not-signficant;other
Sec24a;311,6957021;-0,656618739;0,072802726;0,177679381;0,750362967;not-signficant;other
4933433H22Rik;2,568940392;4,732877871;0,072818552;0,177688419;0,750340878;not-signficant;other
Fcf1;683,0780512;-1,095608297;0,072925235;0,177919124;0,749777368;not-signficant;other
A830018L16Rik;16,86908981;1,31557989;0,07300868;0,178033809;0,749497516;not-signficant;other
Gstt4;2,024568561;4,374950627;0,072999698;0,178033809;0,749497516;not-signficant;other
Zfand3;40,82649795;0,895078753;0,073004255;0,178033809;0,749497516;not-signficant;maternal
Romo1;609,4070006;0,740772862;0,073044773;0,178092196;0,749355111;not-signficant;other
Fmr1;268,8460083;0,55521075;0,073067789;0,178118685;0,74929052;not-signficant;major
Casp7;4,262026212;2,497296686;0,07313306;0,178248153;0,748974961;not-signficant;other
B4galt2;50,22630159;0,957770034;0,073181355;0,178324331;0,748789396;not-signficant;maternal
Hpse2;6,95273683;2,067663654;0,073188646;0,178324331;0,748789396;not-signficant;other
Shroom4;330,9656472;1,189421782;0,073315565;0,178603882;0,748109105;not-signficant;other
Akirin2;308,2617946;0,621139353;0,073378615;0,178727774;0,747807954;not-signficant;other
Ntn5;1,956043805;-4,56136434;0,073443997;0,178827593;0,747565469;not-signficant;other
Prpf6;62,52216641;-0,72651109;0,073432702;0,178827593;0,747565469;not-signficant;maternal
Plxna2;49,77112156;0,850443051;0,073500268;0,178934883;0,747304986;not-signficant;other
Prkg2;29,02116049;1,4405673;0,073526481;0,178968973;0,747222255;not-signficant;other
Rad52;29,67621464;-1,111129365;0,073621817;0,179171276;0,746731614;not-signficant;maternal
Grid1;7,163131491;1,990893361;0,073687206;0,179300641;0,746418159;not-signficant;maternal
Cd226;2,43819137;3,586112762;0,07374639;0,17941487;0,746141566;not-signficant;other
Zfp616;107,4713819;0,746874727;0,073802211;0,179520877;0,745885039;not-signficant;maternal
Fam129b;4,930957241;2,370920122;0,073825799;0,179548458;0,74581832;not-signficant;other
9530080O11Rik;8,891442019;2,284700396;0,073842507;0,1795593;0,745792095;not-signficant;other
Aqp9;322,9840211;-0,571227892;0,073896787;0,179661486;0,745545013;not-signficant;other
Gm13154;86,273952;0,967793455;0,073939283;0,179665058;0,745536378;not-signficant;major
Mpped2;3,141711334;3,147285093;0,073929592;0,179665058;0,745536378;not-signficant;other
Olfr310;12,88031673;1,575038989;0,073919652;0,179665058;0,745536378;not-signficant;other
Psg20;52,45698468;0,92938337;0,073947284;0,179665058;0,745536378;not-signficant;other
Nlrp4b;136,4309397;0,664162737;0,074000889;0,179765502;0,745293649;not-signficant;maternal
Neu1;71,25101518;-0,968883878;0,074022703;0,179788697;0,745237616;not-signficant;other
Hcfc2;49,27423851;0,84874736;0,074037487;0,179794811;0,745222847;not-signficant;other
Cd2ap;348,1213518;0,54159077;0,074050263;0,179796051;0,74521985;not-signficant;other
Itpr3;13,50611932;-1,617197522;0,074068848;0,179811389;0,745182804;not-signficant;other
Slc15a1;3,933563578;2,689674987;0,074096903;0,179849712;0,745090254;not-signficant;other
Plod2;5,672976265;2,246277313;0,074326516;0,180377164;0,743818445;not-signficant;other
Phyh;96,05498723;-0,811619858;0,074341124;0,18038275;0,743804996;not-signficant;other
Gm7104;34,38118377;-0,999173846;0,074374313;0,180433414;0,743683034;not-signficant;other
Tubb4b;1141,160485;-0,634266939;0,074411374;0,180493449;0,743538556;not-signficant;maternal
Trim23;169,3681189;0,887645244;0,074431223;0,180511726;0,743494581;not-signficant;other
Mlx;27,50235315;-1,108061793;0,074479506;0,180598941;0,743284801;not-signficant;maternal
Nrg1;15,94407269;1,353308915;0,074494408;0,180605199;0,743269753;not-signficant;maternal
Psd3;208,6070142;0,787254402;0,074514843;0,180624868;0,743222458;not-signficant;other
Caml;172,2898141;-0,699331662;0,074535414;0,180628305;0,743214193;not-signficant;other
Edaradd;7,539922862;-2,143618423;0,074540907;0,180628305;0,743214193;not-signficant;other
Tcaim;162,0649787;0,649589949;0,074606378;0,180757073;0,742904699;not-signficant;maternal
Cnr1;3,81928811;3,402741816;0,074639945;0,18077898;0,742852069;not-signficant;other
Notch2;81,05073633;0,71672424;0,074642079;0,18077898;0,742852069;not-signficant;other
Ric8b;16,56998475;-1,766914183;0,07465242;0,18077898;0,742852069;not-signficant;other
4921506M07Rik;24,5091505;1,220048132;0,074696772;0,180826637;0,742737595;not-signficant;other
Dopey1;100,8531543;-0,835308315;0,074686892;0,180826637;0,742737595;not-signficant;other
Mkl2;167,597551;0,663698192;0,074775184;0,180986566;0,74235366;not-signficant;other
Gm9573;7,163631726;2,302531197;0,074848942;0,18113518;0,741997193;not-signficant;other
0610011F06Rik;13,58248066;-1,351728965;0,074923949;0,181226937;0,741777249;not-signficant;other
Lhfpl3;3,204368069;2,931959392;0,074912748;0,181226937;0,741777249;not-signficant;other
Padi3;6,346036641;2,414838868;0,074905638;0,181226937;0,741777249;not-signficant;other
Ap4m1;38,57626748;-0,933282328;0,075015514;0,18134099;0,741504017;not-signficant;other
Bccip;83,89178211;0,922661087;0,075000061;0,18134099;0,741504017;not-signficant;other
Grm4;45,36172572;1,079447227;0,075002616;0,18134099;0,741504017;not-signficant;maternal
Unc5a;5,876231468;2,109335601;0,075020587;0,18134099;0,741504017;not-signficant;maternal
Dsc2;23,52812833;1,070169065;0,075145149;0,181582194;0,740926741;not-signficant;other
Nup133;108,6129239;-0,738222576;0,07514185;0,181582194;0,740926741;not-signficant;other
Gm17026;24,54087779;1,249120222;0,075188665;0,1816574;0,740746906;not-signficant;other
Trpa1;15,56254892;1,211033751;0,075237762;0,181746064;0,740534985;not-signficant;maternal
Hnf4a;2,307324987;3,509315614;0,075261704;0,181773942;0,740468373;not-signficant;other
Dlg5;70,5474997;-0,87587425;0,07528258;0,181794409;0,740419477;not-signficant;other
Kcnj2;3,982993018;2,671511274;0,075338398;0,181870292;0,740238237;not-signficant;other
Sema5b;5,205218252;2,244852358;0,075350228;0,181870292;0,740238237;not-signficant;other
Wdr37;270,5223702;-0,532584719;0,075351227;0,181870292;0,740238237;not-signficant;other
BC031181;468,0359965;-0,77586432;0,075396203;0,181931533;0,740092022;not-signficant;other
Efhb;55,02540263;0,997439216;0,075401423;0,181931533;0,740092022;not-signficant;other
Set;1530,07222;-0,736189719;0,075430483;0,181941751;0,74006763;not-signficant;major
Themis3;23,28480822;1,373418595;0,075430249;0,181941751;0,74006763;not-signficant;other
Parl;710,2733944;0,697876951;0,075646824;0,182403544;0,738966728;not-signficant;maternal
Poldip3;407,7375813;-0,526307202;0,075641104;0,182403544;0,738966728;not-signficant;other
2310043L19Rik;2,090505313;4,412582843;0,075703823;0,18251096;0,73871105;not-signficant;other
Skp2;179,4947021;-0,63196351;0,075777251;0,182627911;0,73843285;not-signficant;other
Sycp2;234,7345281;0,605383682;0,075775631;0,182627911;0,73843285;not-signficant;other
2610301B20Rik;5,215677088;2,433073563;0,075874213;0,182778171;0,738075674;not-signficant;other
4930444M15Rik;6,366483936;2,550193931;0,075877007;0,182778171;0,738075674;not-signficant;other
Mrpl44;135,4101141;-0,888861304;0,075857162;0,182778171;0,738075674;not-signficant;other
Ndufaf6;19,20068636;-1,610715794;0,075913105;0,18283508;0,737940474;not-signficant;maternal
Gm4907;25,24537408;1,162320772;0,076008004;0,18300604;0,737534576;not-signficant;maternal
Trim67;19,14755381;-1,121291325;0,076009058;0,18300604;0,737534576;not-signficant;other
Abcc4;23,60740408;1,217140429;0,076071317;0,183125861;0,73725032;not-signficant;maternal
2410007B07Rik;2,773242337;3,744105241;0,076142176;0,183231242;0,737000475;not-signficant;other
Gm20759;29,68123374;1,340634722;0,076165095;0,183231242;0,737000475;not-signficant;other
Grk4;40,72311888;0,832249675;0,076163034;0,183231242;0,737000475;not-signficant;other
Rbm5;661,8031335;-0,552510833;0,076160131;0,183231242;0,737000475;not-signficant;major
Sugct;14,60851325;1,512496704;0,0761873;0,183254584;0,736945152;not-signficant;other
Ipo8;988,241262;0,566993703;0,076298811;0,183462594;0,73645247;not-signficant;other
Myo9b;105,5320267;-0,889137696;0,076295826;0,183462594;0,73645247;not-signficant;other
Dus1l;44,41483789;-0,84610156;0,076465442;0,183833106;0,735576274;not-signficant;maternal
Jazf1;652,2744574;0,592989593;0,076515675;0,183923707;0,735362289;not-signficant;other
Cecr2;1471,158582;-0,526894398;0,076579467;0,184036689;0,735095589;not-signficant;other
Fam101b;50,96206196;-1,470913817;0,076587788;0,184036689;0,735095589;not-signficant;other
2310069G16Rik;51,33157543;0,8339233;0,076703586;0,184284735;0,734510638;not-signficant;other
1700047E10Rik;9,412650256;2,373027118;0,07679622;0,184477056;0,734057641;not-signficant;other
Syt9;4,283279476;2,54828978;0,076845114;0,18456426;0,733852395;not-signficant;other
Cacnb4;11,98890197;1,543719006;0,076914824;0,184701424;0,733529756;not-signficant;other
Galk1;24,22626348;-1,29900457;0,076934989;0,184719584;0,733487057;not-signficant;other
Sec61b;169,0269386;0,662085833;0,077010071;0,184869574;0,733134559;not-signficant;other
Rala;312,9123866;0,52280515;0,077148089;0,185170574;0,732428028;not-signficant;other
Pde1c;22,91237601;1,044277682;0,077204205;0,185274925;0,732183354;not-signficant;other
Shroom3;56,92551271;0,983826979;0,077221893;0,185287036;0,732154967;not-signficant;other
Exoc4;48,617169;0,82594439;0,077282567;0,185402268;0,731884957;not-signficant;maternal
Chrng;13,58892074;1,85240208;0,077380704;0,185607323;0,731404892;not-signficant;maternal
Rab33b;161,4713521;0,66108995;0,077448558;0,185739687;0,731095291;not-signficant;other
Tcl1b3;1436,263423;0,753269605;0,077525881;0,18589471;0,73073297;not-signficant;other
Fancc;194,280624;0,750845868;0,077725719;0,186316994;0,729747532;not-signficant;other
Rps6ka6;386,8159944;0,642937733;0,077727413;0,186316994;0,729747532;not-signficant;other
Ndnf;6,662439948;2,407627433;0,077752952;0,186347738;0,729675875;not-signficant;other
9530027J09Rik;3,886688277;-2,911731252;0,077805108;0,186442255;0,729455653;not-signficant;other
Reep2;194,4010687;0,911297141;0,077938369;0,186731057;0,728783445;not-signficant;maternal
2810403D21Rik;12,87364066;-1,314405898;0,078025918;0,186910263;0,728366851;not-signficant;other
Nipsnap1;61,07773317;-0,833865634;0,078141698;0,187157029;0,727793858;not-signficant;maternal
Cox7c;86,25124402;-0,947439054;0,078161918;0,187174873;0,727752452;not-signficant;maternal
Ube2j1;79,37416945;0,730993967;0,078190299;0,187212251;0,727665735;not-signficant;other
Psmd8;279,6144486;-0,747805463;0,078219216;0,187250902;0,727576081;not-signficant;other
4930522H14Rik;58,68493756;0,821025572;0,07827969;0,187365072;0,727311366;not-signficant;other
Rab7;2079,885829;0,520106664;0,078356272;0,187487143;0,72702851;not-signficant;other
Rrh;17,60062369;1,326923854;0,078344652;0,187487143;0,72702851;not-signficant;maternal
Mrpl48;111,3145149;0,849192983;0,078383704;0,187492055;0,727017132;not-signficant;maternal
Tmem165;64,62723258;-0,929835235;0,078383907;0,187492055;0,727017132;not-signficant;other
Arhgap4;8,417209342;-1,740751527;0,078416628;0,187539718;0,72690674;not-signficant;other
Ptcd3;267,2676782;-0,614707119;0,078470512;0,187576336;0,726821952;not-signficant;other
Serf1;19,87389287;1,239106263;0,078483126;0,187576336;0,726821952;not-signficant;other
Tac1;4,708879405;2,179068893;0,078449475;0,187576336;0,726821952;not-signficant;other
Ttc21b;4,278844396;2,94843524;0,078472227;0,187576336;0,726821952;not-signficant;other
Senp7;54,98755061;-1,045219006;0,078519713;0,187633184;0,726690352;not-signficant;other
Trp53inp1;1127,218487;0,540716456;0,078552969;0,187682057;0,726577246;not-signficant;other
C330013E15Rik;12,36903768;1,398857546;0,078618096;0,187807049;0,726288112;not-signficant;maternal
Galk2;16,46185261;-1,475526776;0,078708029;0,18796062;0,72593313;not-signficant;maternal
Il17rb;19,50341751;1,17515279;0,078706325;0,18796062;0,72593313;not-signficant;maternal
Arf4;347,0991357;-0,557524379;0,078814327;0,18818381;0,725417743;not-signficant;major
Cdc123;35,46136974;1,223663793;0,078980899;0,188520113;0,724642308;not-signficant;other
Dgki;5,526932016;2,165427962;0,07897375;0,188520113;0,724642308;not-signficant;other
Wfs1;32,2338937;0,963469764;0,079037483;0,188624459;0,724401993;not-signficant;maternal
Fiz1;279,1232033;0,564715316;0,079141936;0,188842991;0,72389913;not-signficant;other
A830080D01Rik;222,7339875;0,735210752;0,079166984;0,188850278;0,723882371;not-signficant;major
Rab3d;575,8834532;0,707784091;0,079170757;0,188850278;0,723882371;not-signficant;maternal
Eif1b;226,9852804;-0,623243283;0,079221008;0,18890866;0,723748131;not-signficant;maternal
Myoz3;50,03655445;0,943214224;0,07921333;0,18890866;0,723748131;not-signficant;other
Scaf4;322,6240009;-0,783233916;0,079238302;0,188919165;0,723723983;not-signficant;other
Mustn1;1,92529305;4,31602598;0,079255618;0,188929719;0,723699721;not-signficant;other
Kifc5b;10,40302008;-1,62905746;0,079332697;0,18908271;0,723348181;not-signficant;other
Eif1ax;276,9768654;0,626699003;0,079359221;0,189115177;0,723273616;not-signficant;maternal
Peg10;2,299823841;3,496516347;0,079373834;0,189119257;0,723264248;not-signficant;other
Aqp7;2,359892051;-3,80567826;0,079397899;0,189145849;0,723203185;not-signficant;other
Cisd2;158,5438577;0,606751449;0,079423812;0,189176834;0,723132046;not-signficant;other
Opn1sw;2,430690224;3,574244769;0,079471695;0,189254254;0,72295435;not-signficant;other
Slc25a48;115,0753929;0,893785814;0,079482139;0,189254254;0,72295435;not-signficant;maternal
1810044D09Rik;30,91162506;-1,162520849;0,079581328;0,189459657;0,722483254;not-signficant;other
Abhd13;153,8617748;0,607553494;0,079606545;0,189488915;0,722416191;not-signficant;other
Nobox;90,22772722;0,694349702;0,079638161;0,189533393;0,722314263;not-signficant;maternal
Arhgap26;80,05134558;0,865372934;0,079770337;0,189786333;0,721735065;not-signficant;maternal
F630111L10Rik;3,089619475;3,118075786;0,079761889;0,189786333;0,721735065;not-signficant;other
Bhlhe41;222,6082349;1,027343981;0,079800022;0,189826149;0,721643963;not-signficant;other
Add3;40,73802163;1,044634098;0,079878923;0,189957585;0,72134336;not-signficant;maternal
Dqx1;2,717091416;3,749329861;0,079881195;0,189957585;0,72134336;not-signficant;other
Rsph9;14,92235789;1,75257993;0,079901889;0,189975976;0,721301316;not-signficant;maternal
Gm21319;106,0383052;0,997820269;0,079949289;0,190057846;0,721114197;not-signficant;minor
Ranbp17;211,6056137;-0,654243484;0,08001287;0,190178151;0,72083938;not-signficant;other
Trp53bp2;45,10963387;0,88397445;0,080042278;0,190217204;0,720750207;not-signficant;other
Tmem51;7,275637958;2,704776128;0,080162268;0,190471475;0,720170055;not-signficant;other
Casc1;22,75817652;1,173486772;0,080234572;0,19057295;0,719938743;not-signficant;maternal
Fez2;31,98518679;-1,120644557;0,080256981;0,19057295;0,719938743;not-signficant;maternal
Mlxipl;140,6933581;-0,979817572;0,080231148;0,19057295;0,719938743;not-signficant;other
Nit2;24,49478071;1,246009208;0,080252057;0,19057295;0,719938743;not-signficant;maternal
Diras2;34,56304365;1,251542992;0,080358846;0,190753031;0,719528552;not-signficant;maternal
Supv3l1;235,4865393;0,64711171;0,080356339;0,190753031;0,719528552;not-signficant;maternal
Mak16;418,2377502;-0,720088172;0,080482057;0,191014571;0,718933503;not-signficant;major
Plxnd1;5,565996926;2,051916811;0,080555699;0,191158401;0,718606612;not-signficant;other
Triml1;7,42670492;2,03405942;0,080638072;0,191322898;0,718233049;not-signficant;other
Coq3;112,8389156;-0,920674671;0,080659485;0,191327987;0,718221498;not-signficant;other
Helz;62,20604466;-0,740577579;0,080666323;0,191327987;0,718221498;not-signficant;other
Mipep;60,48105273;0,77269781;0,080712776;0,191407194;0,718041742;not-signficant;maternal
Tctn3;21,46932913;-1,242922609;0,080749171;0,191462528;0,717916211;not-signficant;other
1700026D08Rik;2,098840003;4,418375318;0,081017745;0,192068268;0,716544379;not-signficant;other
Chst15;7,044875612;2,059391296;0,081177642;0,192416217;0,715758329;not-signficant;other
