gene name;baseMean;log2FoldChange;pvalue;padj;logP;Group;class
Hist1h2ak;1,875640416;0,624760535;0,76148799;0,855776352;0,067639719;not-signficant;other
Bbx;55,90653586;-0,165677486;0,761828073;0,856092908;0,0674791;not-signficant;other
Irf2bp2;3,018021589;-0,47453642;0,762203009;0,856382931;0,067331998;not-signficant;other
Nhsl1;252,5440069;0,138849409;0,762198385;0,856382931;0,067331998;not-signficant;other
Hmha1;2,291665942;-0,531897141;0,762305059;0,856431942;0,067307143;not-signficant;other
As3mt;2,279678359;0,597410909;0,762592177;0,856688852;0,067176885;not-signficant;other
Trpv3;3,126147867;0,471521054;0,762699841;0,856744139;0,067148858;not-signficant;other
4833427F10Rik;1,96009814;-0,552296443;0,762977329;0,856924503;0,067057438;not-signficant;other
Rab30;21,36270211;-0,25164263;0,762921814;0,856924503;0,067057438;not-signficant;other
Ccdc134;55,04091196;-0,128397474;0,763036481;0,856925279;0,067057046;not-signficant;major
Mcam;5,764347917;0,364097635;0,763127543;0,856961888;0,067038492;not-signficant;other
Uchl5;127,5597994;-0,155916724;0,763371115;0,857169741;0,066933168;not-signficant;other
4930550L24Rik;7,594601802;0,319886859;0,763795748;0,857449496;0,06679145;not-signficant;other
Osbpl3;5,674070545;-0,33137909;0,763716267;0,857449496;0,06679145;not-signficant;other
Sectm1a;10,13492426;0,337221602;0,763781042;0,857449496;0,06679145;not-signficant;other
Zc3h11a;249,414409;-0,104373925;0,763882321;0,857481012;0,066775488;not-signficant;other
Lsamp;4,763532524;-0,392511585;0,763957616;0,857499865;0,06676594;not-signficant;other
Gm16576;2,086271744;-0,661859928;0,76416769;0,857540782;0,066745217;not-signficant;other
Nanog;2,962880849;-0,469808498;0,76416958;0,857540782;0,066745217;not-signficant;other
Tslp;33,14210053;0,173450968;0,764095604;0,857540782;0,066745217;not-signficant;major
Ttc13;23,03266962;-0,209125074;0,764436281;0,857774401;0,066626919;not-signficant;other
Acat3;2,150705527;-0,550762767;0,764613828;0,857907952;0,066559307;not-signficant;other
Pnisr;194,433557;-0,102944898;0,764676185;0,857912248;0,066557132;not-signficant;other
C2cd3;455,9096007;0,115328466;0,764748451;0,857927659;0,066549331;not-signficant;other
Fam105a;26,50744553;0,260959044;0,764912963;0,858046546;0,066489153;not-signficant;other
Abcd1;23,34417986;-0,215979243;0,765170567;0,858204161;0,066409384;not-signficant;other
Tpcn1;15,0622622;0,211040169;0,76512085;0,858204161;0,066409384;not-signficant;other
Tmub2;15,4284456;-0,214968739;0,765257885;0,858236425;0,066393057;not-signficant;other
Lnx1;13,39432125;-0,241029676;0,765766966;0,858614287;0,066201889;not-signficant;other
Nedd1;331,4341477;-0,101373997;0,765826915;0,858614287;0,066201889;not-signficant;maternal
Ric3;91,5099194;0,133666219;0,765965379;0,858614287;0,066201889;not-signficant;other
Rnpc3;446,3121989;0,096172728;0,765976677;0,858614287;0,066201889;not-signficant;other
Rptor;106,5466193;-0,134417489;0,765911945;0,858614287;0,066201889;not-signficant;other
Rsg1;3,448542577;-0,51519161;0,766004846;0,858614287;0,066201889;not-signficant;other
Vipas39;95,6543359;0,111854711;0,765757091;0,858614287;0,066201889;not-signficant;other
1810030O07Rik;18,36559726;-0,209247013;0,76706498;0,859628196;0,065689348;not-signficant;other
Fbxo9;128,146852;0,143872376;0,767085333;0,859628196;0,065689348;not-signficant;other
Zfp106;1091,718167;-0,090857679;0,767060408;0,859628196;0,065689348;not-signficant;other
Psmd9;118,0821678;-0,135923691;0,767153969;0,859639391;0,065683692;not-signficant;maternal
Gm14458;15,42887832;0,217645736;0,767301612;0,85973911;0,065633317;not-signficant;major
Fads2;4,340481626;0,412247895;0,767562078;0,859965217;0,065519114;not-signficant;other
Trmt112;285,5516554;-0,096928437;0,767635828;0,859982113;0,065510582;not-signficant;other
Tctex1d2;33,15100091;0,162507074;0,768212957;0,860562898;0,065217382;not-signficant;other
Slc2a9;7,507789389;0,308006589;0,768364315;0,860666676;0,065165012;not-signficant;other
C1ql3;1,945369932;0,761584797;0,76861544;0,860804363;0,065095541;not-signficant;other
Dennd1b;17,9436568;0,202720631;0,768663413;0,860804363;0,065095541;not-signficant;other
Drd4;2,013156692;-0,571614977;0,768599023;0,860804363;0,065095541;not-signficant;other
Gm20356;68,7047119;0,12158911;0,769261463;0,861345696;0,064822512;not-signficant;other
Hist1h3f;178,4089766;0,484402452;0,769264327;0,861345696;0,064822512;not-signficant;other
Aco2;98,48577284;0,10931211;0,769487632;0,86152992;0,064729635;not-signficant;maternal
Gpatch1;12,45760792;-0,25096421;0,769562193;0,861547592;0,064720727;not-signficant;maternal
Dgkq;4,924585321;0,34499604;0,769756244;0,861699024;0,064644399;not-signficant;other
A430033K04Rik;70,19081605;-0,114386788;0,770104998;0,862023601;0,064480844;not-signficant;maternal
Gemin7;260,6572054;0,098616344;0,770215566;0,862081534;0,064451658;not-signficant;other
Chd4;215,4681375;0,132953081;0,770517386;0,862111734;0,064436444;not-signficant;other
Cox7a1;12,85421111;0,233740287;0,770404358;0,862111734;0,064436444;not-signficant;major
Lynx1;3,57174068;0,557604277;0,770310385;0,862111734;0,064436444;not-signficant;other
Snrpd2;300,2928245;0,141438676;0,770447183;0,862111734;0,064436444;not-signficant;other
Vamp3;142,1355639;0,103545622;0,770536623;0,862111734;0,064436444;not-signficant;other
Rnf165;21,67158257;-0,182839712;0,770775311;0,862312968;0,064335083;not-signficant;other
Zfp600;79,54893005;0,119614553;0,770877761;0,862361766;0,064310507;not-signficant;other
3830408C21Rik;9,646087899;0,241552603;0,771135579;0,862557866;0,06421176;not-signficant;other
Hgh1;31,75770669;0,14853882;0,771216072;0,862557866;0,06421176;not-signficant;other
Rsph6a;2,882436643;-0,540544411;0,771229594;0,862557866;0,06421176;not-signficant;other
Abcd4;15,91776694;-0,208289579;0,771364535;0,862642966;0,064168915;not-signficant;other
Zglp1;6,914112149;0,292931415;0,771781668;0,863043614;0,063967256;not-signficant;other
1700080O16Rik;66,90823607;0,224421107;0,772553697;0,863841032;0,063566171;not-signficant;other
Eif3f;229,845225;-0,098864066;0,772689577;0,863927064;0,063522921;not-signficant;major
Kl;3,893088577;0,403588232;0,772750322;0,863929084;0,063521905;not-signficant;other
Mamstr;2,048824616;0,476284801;0,773006037;0,864017271;0,063477576;not-signficant;other
Pacs2;197,3098796;-0,146750158;0,772953046;0,864017271;0,063477576;not-signficant;other
Trmt1;58,77058908;0,125655828;0,772907259;0,864017271;0,063477576;not-signficant;maternal
1700019A02Rik;2,487097674;-0,47655158;0,773381781;0,864265754;0,063352695;not-signficant;other
4930563E22Rik;3,927186676;-0,451350391;0,773405233;0,864265754;0,063352695;not-signficant;other
Nlrp14;844,6811674;0,094310795;0,773288776;0,864265754;0,063352695;not-signficant;maternal
Npepl1;10,13002002;-0,244816871;0,773636277;0,864336889;0,063316952;not-signficant;other
Rfc5;272,6000686;0,104829587;0,773645789;0,864336889;0,063316952;not-signficant;other
Tmx2;120,292413;0,135128786;0,77358915;0,864336889;0,063316952;not-signficant;other
Amigo1;2,907122778;0,505409661;0,77371764;0,864351282;0,06330972;not-signficant;other
Scamp2;43,08349104;-0,168118173;0,774025955;0,864629816;0,063169792;not-signficant;maternal
Arfrp1;167,3809923;-0,136795921;0,774106841;0,864654277;0,063157506;not-signficant;other
Hspa12b;2,515251133;0,51951482;0,774305632;0,864810421;0,063079086;not-signficant;other
Apol10b;2,465701863;0,497588683;0,77436732;0,864813423;0,063077578;not-signficant;other
Osbpl7;34,73293038;0,188142165;0,774495409;0,864890577;0,063038835;not-signficant;other
1700030K09Rik;19,20209124;0,180158602;0,774824181;0,864994124;0,062986843;not-signficant;maternal
Chrna1;4,304264446;0,345607556;0,774708841;0,864994124;0,062986843;not-signficant;other
Plec;71,64831276;0,165938957;0,774772838;0,864994124;0,062986843;not-signficant;other
Smcr8;223,9770213;-0,128610514;0,774675934;0,864994124;0,062986843;not-signficant;major
Hspb11;11,05527422;0,246662316;0,775194237;0,865275444;0,062845621;not-signficant;other
Huwe1;806,2949789;0,097096504;0,775158444;0,865275444;0,062845621;not-signficant;other
Adamts13;2,199491591;0,504637258;0,775320301;0,865284375;0,062841139;not-signficant;other
Lix1l;9,064851327;-0,244779423;0,775267439;0,865284375;0,062841139;not-signficant;other
4930538K18Rik;5,652145859;-0,311729973;0,775390881;0,865297262;0,062834671;not-signficant;other
Ptchd2;2,91063206;0,407088199;0,775698132;0,865481852;0,062742034;not-signficant;other
Reps2;13,1431377;0,219642784;0,775654176;0,865481852;0,062742034;not-signficant;other
Top1mt;1,89415199;0,575888343;0,775733427;0,865481852;0,062742034;not-signficant;other
Fam53b;22,03413967;-0,179727301;0,775856341;0,865553105;0,062706281;not-signficant;maternal
Slc28a1;14,62576239;0,21996846;0,77616759;0,865834439;0,062565144;not-signficant;other
Kcnip2;8,760419402;0,286206071;0,776397564;0,865959176;0,062502581;not-signficant;other
Nodal;5,009596434;0,40540678;0,776389635;0,865959176;0,062502581;not-signficant;other
Fcho1;19,73941833;0,240374078;0,776704526;0,866235635;0,062363955;not-signficant;maternal
Uhrf1bp1;129,2273603;0,111898152;0,7770114;0,866511952;0,062225442;not-signficant;other
Gm6277;3,42983523;0,388117538;0,77730284;0,866771018;0,062095619;not-signficant;other
Dctn4;123,2751932;0,124699314;0,777403818;0,866817676;0,062072241;not-signficant;other
Khk;2,965541738;-0,403862342;0,77759734;0,866905719;0,062028132;not-signficant;other
Sbf1;59,59126076;-0,165299769;0,777601064;0,866905719;0,062028132;not-signficant;other
2210015D19Rik;24,63293804;0,19420355;0,777780362;0,867039664;0,061961035;not-signficant;other
Il17rc;4,246581117;0,371353362;0,777990488;0,867043199;0,061959264;not-signficant;other
Mpc2;422,579425;0,113389458;0,777967488;0,867043199;0,061959264;not-signficant;other
Nkx3-1;2,684470576;0,514973835;0,777970213;0,867043199;0,061959264;not-signficant;other
Tbc1d20;168,8389325;0,164497282;0,778020139;0,867043199;0,061959264;not-signficant;other
Ank;16,03482843;0,277316707;0,778115189;0,867083202;0,061939227;not-signficant;other
Gstm4;1,87705266;0,65305879;0,778313791;0,867172662;0,061894422;not-signficant;other
Rgsl1;3,000444067;0,450589091;0,778262618;0,867172662;0,061894422;not-signficant;other
Gzf1;194,1700817;0,096920383;0,778527192;0,867212674;0,061874384;not-signficant;maternal
Otoa;9,438089026;0,305183537;0,778514214;0,867212674;0,061874384;not-signficant;maternal
Parp4;28,51367607;0,189749086;0,778429223;0,867212674;0,061874384;not-signficant;other
Ptprn2;9,926531286;0,275731719;0,778613593;0,867243013;0,06185919;not-signficant;other
Eif5;2446,346754;0,098711624;0,779255743;0,867581722;0,061689606;not-signficant;other
Fbxo38;139,718265;0,103847283;0,779272817;0,867581722;0,061689606;not-signficant;maternal
Gm10639;3,185789426;-0,459701838;0,779011329;0,867581722;0,061689606;not-signficant;maternal
Mroh7;5,897377703;0,324546302;0,779043266;0,867581722;0,061689606;not-signficant;other
Ssr3;459,1346948;-0,099984686;0,779248896;0,867581722;0,061689606;not-signficant;other
Tmem184a;5,074943164;0,429969651;0,779097684;0,867581722;0,061689606;not-signficant;other
Gspt2;16,91568154;-0,203059261;0,77959709;0,867813434;0,061573631;not-signficant;maternal
Zbtb37;192,894795;0,09325377;0,779599352;0,867813434;0,061573631;not-signficant;other
Acot5;7,042110549;-0,343472087;0,779859839;0,868037476;0,061461524;not-signficant;other
Clps;6,228051075;-0,340046456;0,779926424;0,868045674;0,061457423;not-signficant;other
Tmem30a;254,0718415;0,095155309;0,780149253;0,868227754;0,061366335;not-signficant;other
Orc3;98,27245722;-0,108214319;0,780389091;0,86836281;0,061298785;not-signficant;maternal
Prpf39;132,3783525;-0,103390246;0,78034371;0,86836281;0,061298785;not-signficant;other
Fgfbp3;2,164647812;0,505172727;0,780559659;0,868486677;0,061236839;not-signficant;other
Oxsm;2,582277802;0,468128951;0,7808875;0,8687855;0,061087436;not-signficant;other
Rfx3;7,236749111;-0,333049982;0,781123813;0,868982457;0,060988991;not-signficant;other
Xk;9,192245375;0,265581978;0,78127012;0,869079261;0,060940614;not-signficant;other
Trp53cor1;4,241540228;0,339533591;0,781342976;0,86909435;0,060933073;not-signficant;other
Fastkd1;242,3267599;-0,097474431;0,781449793;0,8691162;0,060922155;not-signficant;other
Fbxo11;1251,103482;0,086999006;0,781578135;0,8691162;0,060922155;not-signficant;other
Garnl3;36,02000441;0,160033973;0,78155697;0,8691162;0,060922155;not-signficant;other
Ift140;24,41455288;-0,252266612;0,781599792;0,8691162;0,060922155;not-signficant;other
1700007L15Rik;11,41639968;0,293469285;0,781722878;0,86918713;0,060886713;not-signficant;other
1700028J19Rik;11,84086119;0,212248817;0,782269067;0,869680179;0,060640428;not-signficant;other
Fam219a;13,07912603;-0,231501762;0,782284975;0,869680179;0,060640428;not-signficant;other
Rbm3os;26,42950438;0,190671887;0,782580453;0,869942687;0,060509358;not-signficant;other
Cep95;51,00192794;-0,137817141;0,782822779;0,870113827;0,06042393;not-signficant;maternal
Spred2;77,91742585;-0,174995411;0,782853128;0,870113827;0,06042393;not-signficant;other
Sdk1;13,02883015;0,227795792;0,782943343;0,870148117;0,060406815;not-signficant;other
Axin1;161,8106711;-0,095494489;0,783212384;0,870370638;0,060295768;not-signficant;other
Lmod3;4,149176773;0,44090592;0,78326232;0,870370638;0,060295768;not-signficant;other
Rs1;3,734342818;0,393606429;0,783423612;0,870483877;0,060239268;not-signficant;other
Nfatc2ip;199,3331364;0,107796487;0,783490124;0,870491794;0,060235319;not-signficant;major
Prrg4;21,0495836;0,170504571;0,783583406;0,87052945;0,060216532;not-signficant;other
Arhgap35;272,0560328;0,114350068;0,783716332;0,870611141;0,06017578;not-signficant;other
Ccdc28a;52,52642852;0,125241014;0,783916956;0,870741584;0,060110714;not-signficant;other
Rnd2;6,354890829;0,331235215;0,783952564;0,870741584;0,060110714;not-signficant;other
Abca13;138,7822652;0,15142963;0,784313326;0,871076279;0,059943813;not-signficant;other
Zfp334;8,630130709;0,284519142;0,784509357;0,871227983;0,059868184;not-signficant;maternal
Mprip;454,4965547;-0,081746579;0,785140953;0,87186334;0,059551583;not-signficant;other
Col24a1;14,30038717;0,221796464;0,785475179;0,87216841;0,059399648;not-signficant;other
Myo6;66,99984945;-0,112679234;0,785681873;0,872265765;0,059351172;not-signficant;other
St6galnac6;2,576939645;0,470929067;0,785643024;0,872265765;0,059351172;not-signficant;other
Chtop;328,0041076;-0,085580805;0,78614638;0,872715362;0,059127379;not-signficant;other
Cpsf2;132,6854882;-0,097781873;0,78635745;0,872883567;0,059043683;not-signficant;other
Galt;47,63530173;-0,13764357;0,786587696;0,872940828;0,059015194;not-signficant;other
Serpini1;120,0148667;0,137950908;0,786540855;0,872940828;0,059015194;not-signficant;maternal
Slc9a9;6,87948985;-0,286325801;0,786526068;0,872940828;0,059015194;not-signficant;other
B3gnt8;5,448896266;0,364112941;0,786805195;0,873050003;0,058960882;not-signficant;other
Prr12;21,56288351;-0,169810536;0,786766921;0,873050003;0,058960882;not-signficant;other
9930104L06Rik;155,3911103;0,096991175;0,786885583;0,873073111;0,058949387;not-signficant;major
Asb1;3,942229862;-0,417722346;0,786945354;0,873073342;0,058949272;not-signficant;other
Lzts3;7,274038298;-0,26168144;0,787269005;0,873366312;0,058803564;not-signficant;other
Pthlh;8,460766454;0,248838205;0,787435286;0,873484669;0,058744713;not-signficant;maternal
Bpnt1;12,97254691;0,213337289;0,787500927;0,873491381;0,058741376;not-signficant;other
Fcer1g;3,429338861;0,3866316;0,787639111;0,873578548;0,058698039;not-signficant;other
Lat;6,98945406;-0,291413798;0,787761998;0,873607486;0,058683653;not-signficant;other
Ncoa5;30,31205299;0,151534545;0,787784401;0,873607486;0,058683653;not-signficant;maternal
Tnxb;2,069172933;-0,525776643;0,788006848;0,873788061;0,058593893;not-signficant;other
Yaf2;112,2148929;0,10907148;0,788461745;0,874226344;0,058376111;not-signficant;maternal
Sec61a2;179,0107322;-0,124109698;0,788647198;0,874365829;0,058306823;not-signficant;major
Pank2;130,6715884;0,093922573;0,788714991;0,874374855;0,05830234;not-signficant;other
Efr3b;33,93902996;-0,172420157;0,788881809;0,874456914;0,058261584;not-signficant;other
Fam47e;4,869898992;0,319449347;0,788961442;0,874456914;0,058261584;not-signficant;maternal
Mir3068;3,461407925;-0,355911491;0,788967982;0,874456914;0,058261584;not-signficant;other
Hist1h3a;6,874160418;0,368398619;0,7890672;0,874500757;0,05823981;not-signficant;other
1810010H24Rik;10,44108309;0,212174112;0,789438367;0,874588177;0,058196398;not-signficant;other
BC049762;11,74089829;0,206754688;0,789366326;0,874588177;0,058196398;not-signficant;other
Lrrc42;423,7734794;0,090297133;0,78937687;0,874588177;0,058196398;not-signficant;other
Parvb;6,705547375;0,293562108;0,789444411;0,874588177;0,058196398;not-signficant;other
Sult1d1;4,238112215;0,378233504;0,789315048;0,874588177;0,058196398;not-signficant;other
Ptgs2;2,889701123;0,459726715;0,789678965;0,874781913;0,058100205;not-signficant;other
Dcdc2b;5,38839844;-0,300533799;0,789997275;0,875002271;0,05799082;not-signficant;other
Hoga1;1,995454201;-0,682548497;0,789975725;0,875002271;0,05799082;not-signficant;other
Eid3;2,855055168;-0,490998367;0,790220436;0,875183314;0,057900971;not-signficant;other
Btbd6;7,445358391;0,283217585;0,790438196;0,875358347;0,057814123;not-signficant;other
9130008F23Rik;1,972183637;-0,549916826;0,790772863;0,875530526;0,057728707;not-signficant;other
Snora15;1,902741524;0,489330856;0,790726598;0,875530526;0,057728707;not-signficant;other
Ttc25;3,877301294;-0,435583215;0,79069925;0,875530526;0,057728707;not-signficant;other
4932438H23Rik;4,164891382;0,389348284;0,790883922;0,875562389;0,057712902;not-signficant;other
Amotl1;5,227640239;0,301288241;0,790944229;0,875562389;0,057712902;not-signficant;other
Id3;15,70672649;0,17988409;0,791040573;0,875562389;0,057712902;not-signficant;other
Tspan2;1,957182408;-0,544644749;0,790998109;0,875562389;0,057712902;not-signficant;other
Synpo2;3,470254897;-0,418391929;0,791384047;0,875812263;0,057588978;not-signficant;other
Tmem241;24,83421505;-0,164027775;0,791385825;0,875812263;0,057588978;not-signficant;maternal
Esd;23,34773712;0,216659128;0,791671679;0,875996337;0,05749771;not-signficant;other
Palb2;101,8512881;0,109263916;0,79161601;0,875996337;0,05749771;not-signficant;maternal
Zfp609;119,6627422;0,106011319;0,791807512;0,876080504;0,057455984;not-signficant;other
Cmtr1;88,51929224;-0,115080652;0,792157624;0,876401725;0,057296776;not-signficant;other
4933431G14Rik;2,315043819;-0,455362858;0,792279866;0,876416697;0,057289357;not-signficant;other
Cited1;210,1720429;-0,151715338;0,79235053;0,876416697;0,057289357;not-signficant;major
Ppfia1;716,7805038;-0,078858875;0,792316166;0,876416697;0,057289357;not-signficant;other
Ebf1;2,590033792;0,428019677;0,792493663;0,876442742;0,057276451;not-signficant;other
Pin4;109,0503505;0,144490287;0,792442733;0,876442742;0,057276451;not-signficant;other
Ap3b2;4,350235156;-0,351895121;0,792887679;0,876812342;0,057093345;not-signficant;other
Bsn;5,080509654;0,344080551;0,793073371;0,876951529;0,05702441;not-signficant;other
Clip1;147,6484873;0,088616185;0,793212977;0,877039739;0,056980728;not-signficant;other
Tnks;297,7271567;0,098849775;0,793361439;0,877137726;0,056932209;not-signficant;other
Adam10;320,326344;0,092533095;0,793537972;0,877266732;0,05686834;not-signficant;other
Glo1;27,16131775;0,160681177;0,793712512;0,877393514;0,05680558;not-signficant;other
Gm715;2,166490006;0,454371374;0,793837143;0,877465111;0,056770142;not-signficant;other
Ccdc88c;48,68517666;0,145948262;0,793900372;0,877468832;0,056768301;not-signficant;other
Abl2;1195,730819;-0,086489437;0,79448658;0,878050538;0,056480487;not-signficant;other
Sox4;6,65238751;-0,302757578;0,79455163;0,878056227;0,056477673;not-signficant;other
Plac1;3,835781786;0,404447548;0,794763794;0,878159613;0,05642654;not-signficant;maternal
Zfp770;113,834798;0,13116753;0,794765004;0,878159613;0,05642654;not-signficant;other
Snord8;3,587761827;0,375338304;0,794984593;0,878269834;0,056372034;not-signficant;other
Upf3a;37,16601651;-0,129633591;0,794942417;0,878269834;0,056372034;not-signficant;other
Nipal3;8,354208758;-0,251252677;0,795091076;0,878287936;0,056363082;not-signficant;other
Zfp641;4,347021092;-0,348954749;0,795120816;0,878287936;0,056363082;not-signficant;other
Guf1;22,26075411;0,157798251;0,795308065;0,878428575;0,056293545;not-signficant;other
Slc25a24;9,10037564;0,24051479;0,795525716;0,878602769;0,056207432;not-signficant;other
01. Sep;8,691903762;-0,276616954;0,795653046;0,87867719;0,056170647;not-signficant;other
Nol4l;254,3781361;-0,114657467;0,795938578;0,878914023;0,056053606;not-signficant;other
Ywhaq;869,3190606;-0,101774412;0,795987424;0,878914023;0,056053606;not-signficant;other
Col6a3;34,46012148;-0,13054443;0,796235034;0,879054992;0,055983956;not-signficant;other
Speg;4,795883458;0,314857509;0,796227437;0,879054992;0,055983956;not-signficant;other
Arhgef28;11,14149503;0,22987825;0,796373999;0,879142196;0,055940875;not-signficant;other
Txndc11;73,53997738;0,116729441;0,796820119;0,879568439;0,055730363;not-signficant;other
Tsta3;27,67263604;-0,174662904;0,797001715;0,879702646;0,055664102;not-signficant;other
Lingo3;1,98364014;0,478191186;0,797395978;0,880071549;0,055482019;not-signficant;other
Prickle1;1147,604925;0,087341306;0,797724898;0,880368284;0,055335612;not-signficant;other
Tti1;123,3323814;0,133450623;0,797888332;0,880482358;0,055279341;not-signficant;other
Mertk;86,95096489;-0,104986173;0,797976221;0,880498223;0,055271516;not-signficant;other
Nap1l4;521,4335371;-0,118053023;0,798022847;0,880498223;0,055271516;not-signficant;other
Ogfod2;6,754281952;-0,271964473;0,798233744;0,880664626;0,055189448;not-signficant;maternal
Pkmyt1;83,83442018;-0,173765802;0,798408274;0,880790884;0,055127189;not-signficant;other
Rab29;15,93135618;0,230712433;0,798505424;0,880831766;0,055107031;not-signficant;other
1810041L15Rik;4,898814593;0,352989115;0,798600572;0,880870433;0,055087967;not-signficant;other
Khdrbs3;2,474798227;-0,38979112;0,798751248;0,880904055;0,055071391;not-signficant;other
Ptges2;26,02763288;0,166124062;0,798726109;0,880904055;0,055071391;not-signficant;other
Ikzf5;116,6986703;0,10742789;0,79889107;0,880991973;0,055028049;not-signficant;major
4931440P22Rik;2,739513403;-0,428300374;0,798961819;0,881003712;0,055022262;not-signficant;other
Ska2;342,9547475;0,100161631;0,79919801;0,881197866;0,054926563;not-signficant;other
Nadsyn1;7,107823048;0,342466548;0,799329518;0,881276575;0,054887773;not-signficant;maternal
Ino80dos;9,072076705;0,218559195;0,79944837;0,881341321;0,054855868;not-signficant;other
Fxyd4;2,606391309;-0,485829325;0,799625884;0,881404437;0,054824767;not-signficant;other
Golgb1;181,5387858;0,087314416;0,799615931;0,881404437;0,054824767;not-signficant;other
Aamdc;86,28330284;-0,134686734;0,799723094;0,881410628;0,054821717;not-signficant;other
Prdx5;152,1885254;0,104630781;0,799751764;0,881410628;0,054821717;not-signficant;other
Cdh4;47,20842339;0,118086748;0,799844956;0,881447061;0,054803766;not-signficant;other
Gm11487;88,23062598;0,143042162;0,79993993;0,881458273;0,054798242;not-signficant;minor
Zfp646;43,46360988;0,177185772;0,7999754;0,881458273;0,054798242;not-signficant;other
Polr2c;1372,439107;0,080838789;0,800057441;0,88146102;0,054796888;not-signficant;other
Sugp1;117,966171;-0,100365321;0,800098163;0,88146102;0,054796888;not-signficant;other
4930465K10Rik;1,97059735;-0,4719713;0,800297554;0,881614426;0,054721312;not-signficant;other
B3galt1;6,88728681;-0,266903541;0,800544605;0,881765725;0,054646787;not-signficant;other
Rab3gap2;95,44933409;0,104638137;0,80055521;0,881765725;0,054646787;not-signficant;maternal
A430005L14Rik;239,2186596;-0,162417797;0,800729323;0,881789911;0,054634874;not-signficant;other
Dhx32;319,447704;0,093107467;0,800757642;0,881789911;0,054634874;not-signficant;other
Klhl30;4,639286774;0,306801461;0,80069848;0,881789911;0,054634874;not-signficant;other
Atp6v0a4;32,98437881;0,151699738;0,801188043;0,882197591;0,054434132;not-signficant;other
Napg;74,71506442;0,112771707;0,801654442;0,882644845;0,054214011;not-signficant;other
Gm14207;2,100844606;-0,434032686;0,801871555;0,882817579;0,054129028;not-signficant;other
Nppc;6,365914109;0,272238655;0,802221829;0,883136881;0,053971978;not-signficant;other
E2f1;251,9377483;-0,107120395;0,802383695;0,883248739;0,053916974;not-signficant;other
Flnb;130,4403535;-0,102118922;0,802523157;0,883269593;0,05390672;not-signficant;other
Rtcb;79,35338987;-0,131308353;0,802520812;0,883269593;0,05390672;not-signficant;other
Rad9a;92,10837032;0,110576108;0,802750955;0,883453975;0,053816071;not-signficant;major
Mb21d1;17,14954698;0,183206652;0,802858784;0,883506311;0,053790344;not-signficant;maternal
Dnajc30;75,55131901;-0,120446824;0,803097418;0,883640161;0,053724554;not-signficant;other
Mfsd10;50,87307365;0,135155556;0,803111891;0,883640161;0,053724554;not-signficant;maternal
Ntn4;2,034371112;-0,451101245;0,803161268;0,883640161;0,053724554;not-signficant;other
Tmem47;27,30107216;0,157459943;0,803376676;0,883810816;0,053640688;not-signficant;maternal
Ptprb;5,568403851;0,322211884;0,803502177;0,883882545;0,053605443;not-signficant;other
Gucy2c;12,01532869;-0,224478833;0,803764695;0,884083314;0,053506806;not-signficant;other
Ogg1;15,50584144;-0,179027189;0,803805316;0,884083314;0,053506806;not-signficant;other
Fech;43,4937368;0,118533175;0,803865682;0,884083371;0,053506778;not-signficant;other
Pold3;474,7715155;0,078980967;0,803941087;0,884099967;0,053498626;not-signficant;maternal
Gt(ROSA)26Sor;249,532589;0,109422626;0,804022682;0,884123366;0,053487132;not-signficant;major
Zranb3;32,13297638;-0,136449171;0,804148952;0,884195884;0,053451511;not-signficant;other
1700024F13Rik;4,461854335;0,318430231;0,804426301;0,884275251;0,05341253;not-signficant;other
Pdcd7;157,1115453;0,090262352;0,804304142;0,884275251;0,05341253;not-signficant;other
Ubc;214,9763733;-0,084889836;0,804462441;0,884275251;0,05341253;not-signficant;maternal
Wdr33;789,7378172;0,101596844;0,804349725;0,884275251;0,05341253;not-signficant;other
Hist1h3e;12,53518145;-0,305562757;0,804536983;0,884290874;0,053404857;not-signficant;other
2700049A03Rik;245,4597428;-0,076627555;0,804743413;0,884451447;0,053326003;not-signficant;maternal
Dtnbp1;23,42295802;0,159893285;0,805081874;0,884522265;0,053291231;not-signficant;other
Ift20;256,5513291;-0,076562239;0,805109569;0,884522265;0,053291231;not-signficant;other
Sema4a;5,30986391;-0,283393526;0,805027678;0,884522265;0,053291231;not-signficant;other
Smarce1;154,2889379;-0,087024664;0,805068078;0,884522265;0,053291231;not-signficant;other
Usp30;37,68464482;0,150102531;0,80496965;0,884522265;0,053291231;not-signficant;maternal
BC052688;386,0857262;-0,123830712;0,805245566;0,884605374;0,053250426;not-signficant;other
8030462N17Rik;107,8681428;0,091224839;0,805324435;0,884625717;0,053240439;not-signficant;other
Unc13a;2,103214144;0,481413079;0,805449145;0,884696408;0,053205736;not-signficant;other
Cabyr;10,50554704;0,282960441;0,805537977;0,884727683;0,053190383;not-signficant;other
Acer3;72,45261779;0,145040017;0,805872516;0,884902532;0,053104562;not-signficant;other
Akt1s1;29,55721694;0,185123316;0,805938655;0,884902532;0,053104562;not-signficant;other
Gsc;2,36642482;0,413022755;0,805770123;0,884902532;0,053104562;not-signficant;other
Mllt10;505,9938281;-0,07582579;0,80593266;0,884902532;0,053104562;not-signficant;other
Fkbp3;232,5624503;-0,142369896;0,806129023;0,885045256;0,053034521;not-signficant;other
Ppp1r14d;4,337777249;0,304119265;0,806271287;0,88513515;0,052990413;not-signficant;maternal
