"Intersection_category","Intersection_count","Gene_name","Gene_id"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pign","ENSMUSG00000056536"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pin4","ENSMUSG00000079480"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Pip5k1a","ENSMUSG00000028126"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pla2g16","ENSMUSG00000060675"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Platr17","ENSMUSG00000092349"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Platr25","ENSMUSG00000074863"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Plekha3","ENSMUSG00000002733"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Plin2","ENSMUSG00000028494"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Plpbp","ENSMUSG00000031485"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pmm1","ENSMUSG00000022474"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pms2","ENSMUSG00000079109"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Pnldc1","ENSMUSG00000073460"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pno1","ENSMUSG00000020116"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Poglut1","ENSMUSG00000034064"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Poldip3","ENSMUSG00000041815"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Pole","ENSMUSG00000007080"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Polg2","ENSMUSG00000020718"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Polq","ENSMUSG00000034206"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Polr1c","ENSMUSG00000067148"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Polr1d","ENSMUSG00000029642"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Polr1e","ENSMUSG00000028318"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Polr2e","ENSMUSG00000004667"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Polr2f","ENSMUSG00000033020"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Polr2h","ENSMUSG00000021018"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Polr2i","ENSMUSG00000019738"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Polr2k","ENSMUSG00000045996"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Polr2l","ENSMUSG00000038489"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Polr3b","ENSMUSG00000034453"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Polr3d","ENSMUSG00000000776"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Polr3g","ENSMUSG00000035834"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pop5","ENSMUSG00000060152"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ppcdc","ENSMUSG00000063849"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Ppia","ENSMUSG00000071866"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Ppie","ENSMUSG00000028651"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Ppil1","ENSMUSG00000024007"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Ppm1a","ENSMUSG00000021096"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ppm1g","ENSMUSG00000029147"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ppp1cc","ENSMUSG00000004455"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Ppp1ccb","ENSMUSG00000100153"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ppp1r15a","ENSMUSG00000040435"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ppp1r8","ENSMUSG00000028882"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Ppp2r5e","ENSMUSG00000021051"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ppp4r3a","ENSMUSG00000041846"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Pprc1","ENSMUSG00000055491"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Pqbp1","ENSMUSG00000031157"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pramel4","ENSMUSG00000073724"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Pramel5","ENSMUSG00000036749"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Prdx6","ENSMUSG00000026701"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Prkcq","ENSMUSG00000026778"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Prkn","ENSMUSG00000023826"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Prkrip1","ENSMUSG00000039737"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Prl8a1","ENSMUSG00000019756"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Prmt5","ENSMUSG00000023110"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Prodh2","ENSMUSG00000036892"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Prorsd1","ENSMUSG00000032673"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Prps1","ENSMUSG00000031432"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Prps1l3","ENSMUSG00000079104"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Prr13","ENSMUSG00000023048"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Prr23a1","ENSMUSG00000091080"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Psg16","ENSMUSG00000066760"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Psma3","ENSMUSG00000060073"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Psmb1","ENSMUSG00000014769"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Psmb4","ENSMUSG00000005779"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Psmb5","ENSMUSG00000022193"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Psmb7","ENSMUSG00000026750"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Psmc3ip","ENSMUSG00000019303"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Psmd14","ENSMUSG00000026914"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Psme2","ENSMUSG00000079197"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Psmg3","ENSMUSG00000029551"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pspc1","ENSMUSG00000021938"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ptdss2","ENSMUSG00000025495"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ptma","ENSMUSG00000026238"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ptpn1","ENSMUSG00000027540"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Ptpra","ENSMUSG00000027303"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Pttg1ip","ENSMUSG00000009291"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Pusl1","ENSMUSG00000051557"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Pwp1","ENSMUSG00000001785"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pxmp2","ENSMUSG00000029499"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pzp","ENSMUSG00000030359"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Qsox1","ENSMUSG00000033684"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rab11fip1","ENSMUSG00000031488"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rab1a","ENSMUSG00000020149"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rab2b","ENSMUSG00000022159"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rab5a","ENSMUSG00000017831"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rabgef1","ENSMUSG00000025340"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rabggtb","ENSMUSG00000038975"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Rad51ap1","ENSMUSG00000030346"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Rad9b","ENSMUSG00000038569"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Ran","ENSMUSG00000029430"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Ranbp2","ENSMUSG00000003226"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rars","ENSMUSG00000018848"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rb1cc1","ENSMUSG00000025907"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rbbp6","ENSMUSG00000030779"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rbm5","ENSMUSG00000032580"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rbm8a","ENSMUSG00000038374"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rbmx2","ENSMUSG00000031107"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rbmxl1","ENSMUSG00000037070"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rbsn","ENSMUSG00000014550"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Relch","ENSMUSG00000026319"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Rep15","ENSMUSG00000040121"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Rexo4","ENSMUSG00000052406"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Rhebl1","ENSMUSG00000023755"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Rlf","ENSMUSG00000049878"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Rmc1","ENSMUSG00000024410"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rmnd1","ENSMUSG00000019763"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Rmnd5b","ENSMUSG00000001054"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Rnaseh2a","ENSMUSG00000052926"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rnf125","ENSMUSG00000033107"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rnf6","ENSMUSG00000029634"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rnf7","ENSMUSG00000051234"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rngtt","ENSMUSG00000028274"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rnpc3","ENSMUSG00000027981"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Rpa2","ENSMUSG00000028884"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpf2","ENSMUSG00000038510"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Rpia","ENSMUSG00000053604"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl10","ENSMUSG00000008682"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl10a","ENSMUSG00000037805"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl13","ENSMUSG00000000740"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl13a","ENSMUSG00000074129"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl14","ENSMUSG00000025794"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl15","ENSMUSG00000012405"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl18","ENSMUSG00000059070"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl18a","ENSMUSG00000045128"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl19","ENSMUSG00000017404"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl21","ENSMUSG00000041453"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl22","ENSMUSG00000028936"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl23","ENSMUSG00000071415"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl23a","ENSMUSG00000058546"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl24","ENSMUSG00000098274"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl26","ENSMUSG00000060938"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl27","ENSMUSG00000063316"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl27-ps3","ENSMUSG00000073640"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl27a","ENSMUSG00000046364"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl28","ENSMUSG00000030432"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl28-ps1","ENSMUSG00000058603"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl29","ENSMUSG00000048758"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Rpl3","ENSMUSG00000060036"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl30","ENSMUSG00000058600"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl31","ENSMUSG00000073702"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl31-ps8","ENSMUSG00000067870"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl32","ENSMUSG00000057841"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl34","ENSMUSG00000062006"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl35","ENSMUSG00000062997"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl35a","ENSMUSG00000060636"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl36","ENSMUSG00000057863"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl36a","ENSMUSG00000079435"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl36al","ENSMUSG00000049751"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl37","ENSMUSG00000041841"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl37a","ENSMUSG00000046330"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl38","ENSMUSG00000057322"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl39","ENSMUSG00000079641"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl39l","ENSMUSG00000039209"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl41","ENSMUSG00000093674"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpl6","ENSMUSG00000029614"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl7","ENSMUSG00000043716"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rpl7a","ENSMUSG00000062647"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Rpl7l1","ENSMUSG00000063888"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rpl8","ENSMUSG00000003970"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rplp0","ENSMUSG00000067274"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rplp1","ENSMUSG00000007892"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rplp2","ENSMUSG00000025508"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rpp14","ENSMUSG00000023156"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rprd1a","ENSMUSG00000040446"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps10","ENSMUSG00000052146"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps11","ENSMUSG00000003429"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps12","ENSMUSG00000061983"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps13","ENSMUSG00000090862"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps14","ENSMUSG00000024608"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps15","ENSMUSG00000063457"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps16","ENSMUSG00000037563"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps16-ps2","ENSMUSG00000060419"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps17","ENSMUSG00000061787"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps19","ENSMUSG00000040952"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps19bp1","ENSMUSG00000051518"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps2","ENSMUSG00000044533"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps2-ps10","ENSMUSG00000091957"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Rps20","ENSMUSG00000028234"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps21","ENSMUSG00000039001"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps23","ENSMUSG00000049517"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps23-ps1","ENSMUSG00000100755"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps24","ENSMUSG00000025290"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps25","ENSMUSG00000009927"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps26","ENSMUSG00000025362"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps27","ENSMUSG00000090733"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps27a","ENSMUSG00000020460"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps28","ENSMUSG00000067288"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps29","ENSMUSG00000034892"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps3","ENSMUSG00000030744"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps3a1","ENSMUSG00000028081"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Rps3a2","ENSMUSG00000062611"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps4l","ENSMUSG00000063171"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps4x","ENSMUSG00000031320"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps5","ENSMUSG00000012848"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps6","ENSMUSG00000028495"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Rps7","ENSMUSG00000061477"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Rps8","ENSMUSG00000047675"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Rps9","ENSMUSG00000006333"
